,To,From,Reason for dishing,Server,Date,Room,v1 norm,v2 norm,v3 norm,Avg %,IH per Praise,IH per person,Unnamed: 12,v1,v2,v3,period,Cred per Praise,Cred per person,To.1,Room-NoEmoji,Source,Year,Month,Day
1067,iviangita,ddan#2489,for updating my usernames and help with the praise system 🙏,Token Engineering Commons,2021-04-12,🙏praise,,,,0.0,1.5075376884422111,19.5979799,iviangita,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,12
1237,GriffGreen,iviangita,"for the latest memes, especially the praise ones! Super cool! 🙌 🙏 😂",Token Engineering Commons,2021-04-10,🙏praise,1000.0,60.0,100.0,0.0008382216439,1.005865973,10.22530884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,10
6037,GriffGreen,GriffGreen,joining our Commons Stack Simulator sync & continuing to push this project to the finish line!!,Telegram,2021-01-08,CS dDEV Team,,,,0.0,0.0,7.647892105,griffgreen,Griff,Jake,Zepti,#9 Jan 15,,,,CS dDEV Team,Telegram:CS dDEV Team,2021,1,8
5264,Santigs67,liviade,all the energy he puts into the legal wg!!,Telegram,2021-01-22,TE Praise,50000.0,100.0,150.0,0.007299087222,6.812481407,58.23033231,santigs67,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,22
687,OOPS FIX ME,Vyvy-vi#5040,and for hosting Hatch Params Party in 1hive! ,Token Engineering Commons,2021-05-07,🙏praise,10000.0,200.0,200.0,0.00228194856,2.738338273,11.88985225,OOPS FIX ME,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,7
5644,xlcrr,jeffemmett,"this great article on Open Source trash cleanup - a topic near & dear to our hearts, and one of our first examples of a Commons deployment! 😄 https://opensource.com/article/21/1/openlittermap",Telegram,2021-01-28,Commons Stack,20000.0,35.0,200.0,0.004272014583,3.98721361,3.98721361,xlcrr,MetaVerde,Jake,Juanka,#10 Jan 29,,,,Commons Stack,Telegram:Commons Stack,2021,1,28
5639,brutalfluffy,iviangita,joining the TEC Community Call! 🙏🏼,Telegram,2021-01-22,TE Praise,1000.0,15.0,25.0,0.0006163682558,0.5752770387,4.150874635,brutalfluffy,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,22
970,zeptimusQ,Santigs67,for joining todays Legal WG call,Token Engineering Commons,2021-04-16,🙏praise,1000.0,60.0,50.0,0.0006238180076,0.7485816091,43.85790881,zeptimusQ,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16
4167,zeptimusQ,liviade,coming to the soft gov call last week 😬 sorry for such a late praise 😁🙌✨,Telegram,2021-02-23,TE Praise,,,,0.0,1.8956228956228955,49.28619529,zeptimusq,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,23
6229,markop,ygganderson,incredibly hype graphics  - looking forward to integrating these into streams and recordings for the lab,Telegram,2021-01-10,TE Praise,150.0,50.0,100.0,0.00248636019,1.864770143,3.826099636,markop,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,10
96,ygganderson,iviangita,for their work on the dashboard ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,150.0,200.0,0.001182773816,1.419328579,19.82437273,ygganderson,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,7
6786,Tonga2020,freedumbs00,their contributions on a Sunday,Telegram,2020-12-07,TE Praise,1.0,45.0,50.0,0.001296902768,0.9772162358,25.4332075,tonga2020,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,7
2441,freedumbs00,Tam2140,to for mission vision value tokenlog waterfall Griff's land in S. America sprint planning session,Token Engineering Commons,2021-04-02,🙏praise,,100.0,50.0,0.001079752892,1.241715826,5.810801582,freedumbs00,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2
447,metaverde,iviangita,for being awesome people who have interacted with Juan recently because having conversations with you are amazing ,Token Engineering Commons,2021-05-07,🙏praise,,,,0.0,1.3544018058690743,6.772009029,metaverde,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,7
3807,JuankBell,JessicaZartler,joining the Comms Working Group call and their energy in supporting the work - have beautiful day everyone! 🙏🏼💫🌈,Telegram,2021-03-09,TE Praise,25.0,1000.0,50.0,0.0008278194634,0.8554134456,8.349620952,JuankBell,Jake,Metaverde,Griff,#13 Mar 12,,,,TE Praise,Telegram:TE Praise,2021,3,9
255,sembrestels,sembrestels,for coming to the hatch dashboard party today ,Token Engineering Commons,2021-05-04,🙏praise,1000.0,90.0,100.0,0.0006914702636,0.8297643163,11.11149818,sembrestels,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,4
3934,MerlinEgalite,iviangita,all becoming hatchers,Telegram,2021-03-12,TE Praise,25.0,500.0,200.0,0.001023500928,1.057617625,4.627516069,MerlinEgalite,Jake,Metaverde,Griff,#13 Mar 12,,,,TE Praise,Telegram:TE Praise,2021,3,12
6154,existenialstoic,GriffGreen,donating to Commons Stack Community Fund Panvala League Grant,Telegram,2021-01-05,Commons Stack,60.0,100.0,60.0,0.001922898666,1.442174,5.475920904,existenialstoic,Griff,Jake,Zepti,#9 Jan 15,,,,Commons Stack,Telegram:Commons Stack,2021,1,5
676,markop,chuygarcia92,for joining the Comms WG call ,Token Engineering Commons,2021-05-04,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,4.540587734,markop,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,4
6275,aaron_soskin,liviade,presenting the bookclub at the DAO Rush Week open house event!,Telegram,2021-01-15,TE Praise,100.0,50.0,70.0,0.001844412263,1.383309197,1.383309197,aaron_soskin,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,15
428,chuygarcia92,iviangita,for the thoughtfulness and care with your approach in the work you do ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,chuygarcia92,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,7
12,zeptimusQ,JuankBell,for an improv hack session on designs and illustrations for the Hatch and for Gravity ,Token Engineering Commons,2021-04-26,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,26
1411,Tam2140,iviangita,for their ongoing support for Suga,Token Engineering Commons,2021-04-16,🙏praise,1000.0,100.0,80.0,0.0009269003455,1.112280415,7.557688821,Tam2140,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16
40,zeptimusQ,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-05-08,TE Praise,500.0,25.0,100.0,0.0004317674408,0.518120929,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,TE Praise,Telegram:TE Praise,2021,5,8
3076,sembrestels,iviangita,for jumping in the new art project with Santi and for meeting Eduardo in person,Token Engineering Commons,2021-03-26,🙏praise,50.0,200.0,100.0,0.002048240584,2.287201985,8.926152969,sembrestels,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
6395,Tonga2020,Tam2140,"taking on leading the DAO Book, Club Governing the Commons, yesterday and for continuing to be there every week.",Telegram,2020-12-23,TE Praise,100.0,50.0,100.0,0.005132620516,2.224135557,14.34013824,tonga2020,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,23
6121,ludo_lb,Tam2140,taking the time to talk (swag) shop with me today.,Telegram,2021-01-08,TE Praise,200.0,200.0,130.0,0.004573394823,3.430046117,6.226213784,ludo_lb,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,8
6809,freedumbs00,JessicaZartler,"coming in 🔥 with all of his energy, for leading the params & deep dive discussions, making graphics and promoting calls and meetings - thank you so much for your awesome contributions Jake - you rock!",Telegram,2020-12-07,TE Praise,21.0,200.0,100.0,0.00462602111,3.485706906,19.08290054,freedumbs00,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,7
2885,durgadasji,zeptimusQ,"for offering if any WG needs help with visualizations, they just need to make me get it and I'll make something 😄",Token Engineering Commons,2021-03-23,🙏praise,45.0,100.0,100.0,0.001549857771,1.730674511,18.52996145,durgadasji,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,23
6351,sembrestels,Tonga2020,the many hours they spend coding that go unnoticed many times,Telegram,2020-12-19,TE Praise,30.0,100.0,150.0,0.005543410095,2.402144374,36.30541675,sembrestels,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,19
669,markop,iviangita,for all their help and support to Chuy in comms ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,4.540587734,markop,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,30
5937,JuankBell,liviade,jumping into the first praise quant of the year ✨🥳🙌⚡️,Telegram,2021-01-02,TE Praise,150.0,100.0,150.0,0.00336215996,2.52161997,9.575225457,juankbell,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,2
5791,zeptimusQ,iviangita,helping me fix my Discord settings 🙏🏼😂,Telegram,2021-01-06,TE Praise,,,,0.0,1.644736842105263,54.27631579,zeptimusq,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,6
5605,chuygarcia92,chuygarcia92,1.5 hours of work in the weekly update and prep for Tuesday's AMA ,Telegram,2021-01-27,Gardens Swarm,7500.0,100.0,100.0,0.003485250012,3.252900011,5.871911145,chuygarcia92,MetaVerde,Jake,Juanka,#10 Jan 29,,,,Gardens Swarm,Telegram:Gardens Swarm,2021,1,27
5360,GriffGreen,metaverde,his help with 1Hive's DAO Rush Week open house.,Telegram,2021-01-17,TE Praise,20000.0,100.0,100.0,0.004455085792,4.158080072,12.43401535,griffgreen,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,17
913,HazardJ#9101,Krisjones,"for joining our server in the last week! Great to have you here, let us know if you have questions! ",Commons Stack,2021-05-03,🙌praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,0.6765296278,HazardJ#9101,Metaverde,Juank,Edu,#17 May 7,,,,praise,Commons Stack:praise,2021,5,3
1119,Vyvy-vi#5040,iviangita,for the latest chats with Suga,Token Engineering Commons,2021-04-16,🙏praise,1000.0,100.0,80.0,0.0009269003455,1.112280415,15.9296445,Vyvy-vi#5040,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16
3149,Tam2140,vegayp,for joining today's Hatch Outreach AMA call!,Token Engineering Commons,2021-03-25,🙏praise,15.0,60.0,100.0,0.0009088990941,1.014937322,7.63087726,Tam2140,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,25
4012,markop,JuankBell,for being amazing and caring stewards for this community. I thank life for the opportunity of meeting paths with each one of you. ,Token Engineering Commons,2021-03-03,🙌🏿praise,25.0,2000.0,200.0,0.001484118155,1.53358876,3.37435559,markop,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,3,3
4240,iviangita,JessicaZartler,managing all the praise dishing!!! 🙏🏼💫🌟🌟🌟,Telegram,2021-02-26,TE Praise,450.0,1000.0,150.0,0.005130529322,7.353758695,25.80518089,iviangita,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,26
4492,akrtws ,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-02-19,TE Commons,20.0,20.0,20.0,0.0002437844393,0.349424363,8.173181427,akrtws,Zep,Griff,Juanka,#12 Feb 26,,,,TE Commons,Telegram:TE Commons,2021,2,19
2698,pprhsk,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-04-09,Commons Stack,,20.0,25.0,0.0003229253324,0.3713641322,0.6607142865,pprhsk,-,Juank,Ivy,#15 Apr 9,,,,Commons Stack,Telegram:Commons Stack,2021,4,9
3917,JessicaZartler,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Telegram,2021-03-12,TE Praise,25.0,500.0,100.0,0.0007906872343,0.8170434755,5.240538869,JessicaZartler,Jake,Metaverde,Griff,#13 Mar 12,,,,TE Praise,Telegram:TE Praise,2021,3,12
3435,jeffemmett,iviangita,for presenting at Metafest,Token Engineering Commons,2021-03-19,🙏praise,15.0,200.0,100.0,0.001496233644,1.670794236,2.981550818,jeffemmett,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
5292,metaverde,zeptimusQ,adding comments on youtube its so lovely to see action in there🥰,Telegram,2021-01-20,TE Praise,,,,0.0,1.9815994338287328,31.70559094,metaverde,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,20
437,chuygarcia92,iviangita,for joining the Legal weekly call ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,7.18127319,chuygarcia92,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,7
5595,Tam2140,JessicaZartler,supporting my Miro training and supporting more collaborative and creative meeting sessions 🙏🏼😁🌟,Telegram,2021-01-20,TE Praise,2000.0,25.0,25.0,0.0008810108608,0.8222768034,6.755354539,tam2140,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,20
1057,cranders71,zeptimusQ,for joining Restrospective meeting ⚡ ✨,Token Engineering Commons,2021-04-15,🙏praise,1000.0,60.0,50.0,0.0006238180076,0.7485816091,23.12587137,cranders71,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,15
2437,freedumbs00,Tam2140,to for an epic retrospective to an epic Sprint 6!,Token Engineering Commons,2021-04-01,🙏praise,,100.0,50.0,0.001079752892,1.241715826,5.810801582,freedumbs00,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,1
3228,ygganderson,GriffGreen,for setting up an awesome onboarding sesh for YGG https://www.youtube.com/watch?v=HKPkH-wbG8k,Token Engineering Commons,2021-03-13,🌐commons-swarm,25.0,100.0,100.0,0.001234425234,1.378441511,6.174108384,ygganderson,Jake,Juank,Eduardo,#14 Mar 26,,,,commons-swarm,Token Engineering Commons:commons-swarm,2021,3,13
4577,markop,iviangita,their great work on the Commons Simulator and bringing it home!,Telegram,2021-02-26,TE Praise,150.0,200.0,80.0,0.001540927353,2.20866254,6.081605125,markop,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,26
557,naynaysoo,naynaysoo,for attending the SEO Hack Session! ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,5.86706192,naynaysoo,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,30
7407,JessicaZartler,cranders71,simply being on fire 🔥🚒🙏. Everyone really. Impressive 🥳,Telegram,2020-11-24,TE Praise,30.0,70.0,50.0,0.001782119719,,,jessicazartler,Griff,Zep,Santi,#6 Dec 4,1.39599378,7.361391983,,TE Praise,Telegram:TE Praise,2020,11,24
1253,GriffGreen,markop,for attending the Comms WG Weekly Call.,Token Engineering Commons,2021-04-20,🙏praise,1000.0,60.0,50.0,0.0006238180076,0.7485816091,10.22530884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,20
4998,freedumbs00,JessicaZartler,joining the first Meme party!!! 🥳🙌🙏🏼💫 That was soooo much fun and great Friday activity!! Yayy!,Telegram,2021-02-05,TE Praise,,,,0.0,2.1953405017921144,7.573781541,,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,2,5
6710,Santigs67,liviade,joining the TEC agreements hack session today ⚡️,Telegram,2020-12-18,TE Praise,,,,0.0,1.984210526,55.55789474,santigs67,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,18
5381,GriffGreen,JessicaZartler,always editing the praise quant blog 🙏🏼😁💫,Telegram,2021-01-20,TE Praise,5000.0,20.0,100.0,0.001794836915,1.675181121,12.43401535,griffgreen,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,20
1121,Vyvy-vi#5040,iviangita,"for the latest memes, especially the praise ones! Super cool! 🙌 🙏 😂",Token Engineering Commons,2021-04-10,🙏praise,1000.0,60.0,100.0,0.0008382216439,1.005865973,15.9296445,Vyvy-vi#5040,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,10
3446,fabimol,iviangita,for joining the TEC Community Call 🙏 🙂 https://www.youtube.com/watch?v=DhNRqaOw3ic,Token Engineering Commons,2021-03-19,🙏praise,15.0,60.0,100.0,0.0009088990941,1.014937322,2.735117074,fabimol,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
551,naynaysoo,iviangita,for getting the ball rolling in the hatch campaigns ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,5.86706192,naynaysoo,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,30
5199,antoniopaglino,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼😊,Telegram,2021-02-12,Commons Stack,10.0,15.0,15.0,0.0005283808294,0.4315110107,0.9555265144,antoniopaglino,Zep,Jake,Juanka,#11 Feb 12,,,,Commons Stack,Telegram:Commons Stack,2021,2,12
7584,Krisjones,JessicaZartler,joining the Gitcoin Grants kickoff work session thank you!! 🙏🏼💫,Telegram,2020-12-01,TE Praise,40.0,60.0,30.0,0.001500186569,,,krisjones,Griff,Zep,Santi,#6 Dec 4,1.175146146,2.184188795,,TE Praise,Telegram:TE Praise,2020,12,1
1832,zeptimusQ,JuankBell,"for sharing some fun time in today's Gravity wg. All our personal missions, visions and values should be represented by the TEC's mission, vision & values.",Token Engineering Commons,2021-04-01,🙏praise,,70.0,50.0,0.0008628017785,0.9922220452,51.03442555,zeptimusQ,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,1
6613,metaverde,iviangita,being present in the call,Telegram,2020-12-27,TE Praise,5.0,25.0,50.0,0.001569963529,0.6803175293,2.217195466,metaverde,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,27
4042,Krisjones,GriffGreen,for their awesome work on the discord Praise bot ,Token Engineering Commons,2021-02-27,🙌🏿praise,100.0,10000.0,100.0,0.004920933069,5.084964171,3.067275463,Krisjones,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,2,27
2364,naynaysoo,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-04-03,TE Praise,,20.0,25.0,0.0003229253324,0.3713641322,6.492289456,naynaysoo,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,2021,4,3
1518,chuygarcia92,chuygarcia92,a 1hr call with T Wells explaining the Commons Swarm for him to include in his 1hive presentation,Telegram,2021-04-15,Commons Swarm 🌐,2000.0,100.0,100.0,0.001160415937,1.392499125,5.458612046,chuygarcia92,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Swarm ,Telegram:Commons Swarm ,2021,4,15
713,JessicaZartler,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Telegram,2021-05-01,TE Praise,1500.0,50.0,100.0,0.0006159722052,0.7391666463,3.818864055,JessicaZartler,Metaverde,Juank,Edu,#17 May 7,,,,TE Praise,Telegram:TE Praise,2021,5,1
4979,GriffGreen,iviangita,joining the TEC Weekly Sync 🙏🏼😊 ,Telegram,2021-02-12,TE Praise,40.0,25.0,50.0,0.001433134316,1.170393025,9.881107706,griffgreen,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,2,12
977,zeptimusQ,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-04-16,Commons Stack,500.0,25.0,25.0,0.0002901039843,0.3481247811,43.85790881,zeptimusQ,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Stack,Telegram:Commons Stack,2021,4,16
681,markop,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-05-07,Commons Stack,500.0,25.0,100.0,0.0004317674408,0.518120929,4.540587734,markop,Metaverde,Juank,Edu,#17 May 7,,,,Commons Stack,Telegram:Commons Stack,2021,5,7
3540,zeptimusQ,JessicaZartler,his work on the video!,Telegram,2021-03-09,TE Praise,50.0,1000.0,200.0,0.001581374469,1.634086951,41.63795567,zeptimusQ,Jake,Metaverde,Griff,#13 Mar 12,,,,TE Praise,Telegram:TE Praise,2021,3,9
563,naynaysoo,iviangita,for the thoughtfulness and care with your approach in the work you do ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,5.86706192,naynaysoo,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,7
5428,JuankBell,zeptimusQ,helping to decide the wording of TEC Transparency porposal thanks guys!,Telegram,2021-01-28,TE Praise,,,,0.0,1.9815994338287328,8.718680184,juankbell,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,28
18,zeptimusQ,iviangita,for joining Santi in this other project he is launching around art ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,30
2960,freedumbs00,liviade,plugging the mission vision and values template into token log 🌈🥳,Telegram,2021-03-26,TE Praise,,,,0.0,1.6277939747327528,9.68973309,freedumbs00,Jake,Juank,Eduardo,#14 Mar 26,,,,TE Praise,Telegram:TE Praise,2021,3,26
1006,Santigs67,liviade,"@AnnaMarieSwan, @freedumbs00, @natesuits, @Juankbell, @mateodaza, @griff, @santigs, @Suga, @Zeptimus, @AmwFund, @durgadas, @Tam2140, @chuygarcia92🐝, for joining soft gov! It's always so insightful to spend this time with you!",Token Engineering Commons,2021-04-13,🙏praise,1000.0,60.0,50.0,0.0006238180076,0.7485816091,26.79051054,Santigs67,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,13
1747,fiorebotta,iviangita,they are not as visible in the community but the work they are doing on the hatch is super cool,Telegram,2021-04-23,TE Praise,2000.0,100.0,150.0,0.001374819573,1.649783488,1.649783488,fiorebotta,Metaverde,Juank,Ivy,#16 Apr 24,,,,TE Praise,Telegram:TE Praise,2021,4,23
5458,ygganderson,iviangita,"being a superstar and growing into this role he’s taking on and he has so many talents, for the cadCAD models and the awesome Jupiter notebooks",Telegram,2021-01-22,TE Praise,20000.0,100.0,100.0,0.004455085792,4.158080072,8.930831576,ygganderson,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,22
1764,BadJuju#1050,Krisjones,for dropping into the Onboarding Help channel! You should have access to the rest now.,Commons Stack,2021-04-21,🙌praise,2000.0,100.0,50.0,0.0009460123008,1.135214761,1.135214761,BadJuju#1050,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Commons Stack:praise,2021,4,21
2232,JuankBell,Tam2140,to for an epic retrospective to an epic Sprint 6!,Token Engineering Commons,2021-04-01,🙏praise,,,,0.0,1.335656214,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,1
282,danlessa,jeffemmett,for his great piece on decentralized decision making: https://www.regenerativeteams.com/2021/04/28/the-next-frontier-in-decentralised-governance-collaborative-sense-making/ ,Commons Stack,2021-05-03,🙌praise,10000.0,400.0,300.0,0.003220186621,3.864223945,10.61543469,danlessa,Metaverde,Juank,Edu,#17 May 7,,,,praise,Commons Stack:praise,2021,5,3
3256,sgonzt,Laurenluz,working dev magic and getting the simulator back up and running 💫,TG,2021-03-15,CS dDEV Team,50.0,100.0,100.0,0.001628715905,1.818732761,5.675976,sgonzt,Jake,Juank,Eduardo,#14 Mar 26,,,,CS dDEV Team,TG:CS dDEV Team,2021,3,15
5813,zeptimusQ,JuankBell,"being so present and helping to manage the transparency group, recording and having ideas to collaborate in each session.",Telegram,2021-01-15,TE Praise,,,,0.0,1.644736842105263,54.27631579,zeptimusq,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,15
4063,chuygarcia92,chuygarcia92,1 hour of work setting up design bounties for the AMA next week,Telegram,2021-03-04,Commons Swarm 🌐,50.0,5000.0,100.0,0.002576873381,2.66276916,2.412302296,chuygarcia92,Jake,Metaverde,Griff,#13 Mar 12,,,,Commons Swarm ,Telegram:Commons Swarm ,2021,3,4
3915,JessicaZartler,iviangita,for joining the TEC Weekly Sync 🙏 https://www.youtube.com/watch?v=NR9-ca0HqyA ,Token Engineering Commons,2021-03-12,🙏praise,25.0,1000.0,10.0,0.0007346939862,0.7591837857,5.240538869,JessicaZartler,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,3,12
7365,liviade,cranders71,the stimulating discussions on yesterday's Soft Gov WG weekly sync 😉🤲,Telegram,2020-11-25,TE Praise,50.0,60.0,20.0,0.00146686456,,,liviade,Griff,Zep,Santi,#6 Dec 4,1.149043905,9.052678764,,TE Praise,Telegram:TE Praise,2020,11,25
3750,GriffGreen,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-03-12,Commons Stack,,,,0.0,1.8890920170627663,8.991094546,GriffGreen,Jake,Metaverde,Griff,#13 Mar 12,,,,Commons Stack,Telegram:Commons Stack,2021,3,12
1645,divine_comedian,iviangita,for all their support to Chuy in Comms,Token Engineering Commons,2021-04-23,🙏praise,1000.0,70.0,100.0,0.0008818316829,1.058198019,4.643275317,divine_comedian,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
4542,JessicaZartler,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-02-26,TE Praise,20.0,100.0,20.0,0.0004528511394,0.6490866332,6.459898129,jessicazartler,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,26
