,To,From,Reason for dishing,Server,Date,Room,v1 norm,v2 norm,v3 norm,Avg %,IH per Praise,IH per person,Unnamed: 12,v1,v2,v3,period,Cred per Praise,Cred per person,To.1,Room-NoEmoji,Source,Year,Month,Day
3005,GriffGreen,GriffGreen,for giving feed back on Ivy for her review. These feedback sessions always surface beneficial thoughts and ideas about how we can can improve.,Commons Stack,2021-03-18,praise,25.0,100.0,100.0,0.001234425234,1.378441511,9.632016576,GriffGreen,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Commons Stack:praise,2021,3,18
924,fakepixels#6258,Krisjones,for joining the Commons Stack Discord server - we're glad you're here! ,Commons Stack,2021-05-06,🙌praise,1000.0,25.0,100.0,0.0004839649562,0.5807579475,0.5807579475,fakepixels#6258,Metaverde,Juank,Edu,#17 May 7,,,,praise,Commons Stack:praise,2021,5,6
4681,fabimol,fabimol,"4:30h of work on celeste swarm merging rodrigo's code into create proposal ui, redesign of action fees panel for small screens",Telegram,2021-02-16,Commons Swarm 🌐,240.0,450.0,200.0,0.0032352861430000003,4.637243472,4.396729809,fabimol,Zep,Griff,Juanka,#12 Feb 26,,,,Commons Swarm ,Telegram:Commons Swarm ,2021,2,16
2120,owocki,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-04-03,TE Praise,,20.0,15.0,0.0002516088297,0.28935015420000004,8.470867219,owocki,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,2021,4,3
3681,sembrestels,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Telegram,2021-03-05,TE Praise,35.0,1000.0,40.0,0.0009662718802999999,0.998480943,10.63173166,sembrestels,Jake,Metaverde,Griff,#13 Mar 12,,,,TE Praise,Telegram:TE Praise,2021,3,5
7291,Santigs67,iviangita,wearing fantastic costumes and bringing fun to the Praisegiving Call,Telegram,2020-11-27,TE Praise,,,,0.0,,,santigs67,Griff,Zep,Santi,#6 Dec 4,1.119370091,24.62614201,,TE Praise,Telegram:TE Praise,2020,11,27
2343,chuygarcia92,Tam2140,to for mission vision value tokenlog waterfall Griff's land in S. America sprint planning session,Token Engineering Commons,2021-04-02,🙏praise,,70.0,50.0,0.0008628017784999999,0.9922220452,6.766306821000001,chuygarcia92,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2
1838,zeptimusQ,iviangita,for attending the Transparency weekly call 🙏,Token Engineering Commons,2021-04-05,🙏praise,,70.0,50.0,0.0008628017784999999,0.9922220452,51.03442555,zeptimusQ,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,5
7198,zeptimusQ,iviangita,helping me go through the praises given in the Praisegiving Call and doing a quick accuracy check 🙏🏼😁,Telegram,2020-11-27,TE Praise,,,,0.0,,,zeptimusq,Griff,Zep,Santi,#6 Dec 4,1.119370091,34.70047283,,TE Praise,Telegram:TE Praise,2020,11,27
3958,naynaysoo,markop,to for working on the FAQ ,Token Engineering Commons,2021-03-02,🙌🏿praise,100.0,5000.0,500.0,0.004316797085,4.460690321,3.933219585,naynaysoo,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,3,2
6569,freedumbs00,cranders71,all of your valued input and nice holiday cheer at this week's Onboarding WG sync. 🎊 🙏,Telegram,2020-12-26,TE Praise,,,,0.0,1.7906336090000001,2.6862360880000002,freedumbs00,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,26
2272,Tam2140,markop,to for joining the Comms Weekly call.,Token Engineering Commons,2021-04-06,🙏praise,,50.0,50.0,0.0007181677027000001,0.8258928581,7.010968749,Tam2140,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,6
1072,iviangita,Tam2140,for all your influence and support of me personally and our whole community more generally. We are stronger together. 🌎 🌈 💪🏽,Token Engineering Commons,2021-04-16,🙏praise,,,,0.0,1.5075376884422111,19.5979799,iviangita,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16
347,GriffGreen,iviangita,for joining the Legal weekly call ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,8.927063614,GriffGreen,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,7
5850,cranders71,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Telegram,2021-01-14,TE Commons,100.0,125.0,120.0,0.002961059817,2.220794863,30.933379600000002,cranders71,Griff,Jake,Zepti,#9 Jan 15,,,,TE Commons,Telegram:TE Commons,2021,1,14
4276,rdfbbx#6437,rdfbbx#6437,zxczxc ,Bot Training Ground,2021-02-08,общее,,,,0.0,0.0,21.99425075,@rdfbbx#6437,Zep,Griff,Juanka,#12 Feb 26,,,,общее,Bot Training Ground:общее,2021,2,8
6175,metaverde,liviade,sharing your life stories in the Gravity call! I'm fascinated by all of you and honor your paths until here!,Telegram,2021-01-15,TE Praise,45.0,25.0,40.0,0.000921068011,0.6908010083,4.6891403789999995,metaverde,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,15
891,maxsong123,Tam2140,the good call and conversation about upcoming TEC Hatch. 🐣,Telegram,2021-05-03,Commons Stack,1500.0,100.0,100.0,0.0007755916724,0.9307100068999999,0.9307100068999999,maxsong123,Metaverde,Juank,Edu,#17 May 7,,,,Commons Stack,Telegram:Commons Stack,2021,5,3
1923,Vyvy-vi#5040,zeptimusQ,for giving information about bot recording video (the bad news are the bot cant access to the video but vyvy-vi will look for more info) thanks buddy 🙂,Token Engineering Commons,2021-04-06,🙏praise,,100.0,100.0,0.001436335405,1.651785716,31.40348907,Vyvy-vi#5040,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,6
4218,cranders71,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙌🏽🌱,Telegram,2021-02-26,Commons Stack,10.0,40.0,20.0,0.0002600240364,0.3727011189,27.81596939,cranders71,Zep,Griff,Juanka,#12 Feb 26,,,,Commons Stack,Telegram:Commons Stack,2021,2,26
2317,markop,iviangita,for taking care of the design and for following up with Github issues and keeping things moving,Token Engineering Commons,2021-04-09,🙏praise,,100.0,100.0,0.001436335405,1.651785716,6.992560491,markop,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9
4163,zeptimusQ,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-02-19,TE Commons,,,,0.0,1.8956228956228955,49.28619529,zeptimusq,Zep,Griff,Juanka,#12 Feb 26,,,,TE Commons,Telegram:TE Commons,2021,2,19
2027,ddan#2489,zeptimusQ,for carrying the flag with the gravity survey,Token Engineering Commons,2021-03-31,🙏praise,,150.0,150.0,0.002154503108,2.477678574,15.81843712,ddan#2489,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,3,31
635,durgadasji,iviangita,for being an active piece of SoftGov and making it better every time ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,4.7234516630000005,durgadasji,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,30
5201,loie_giveth,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼😊,Telegram,2021-02-12,Commons Stack,10.0,15.0,15.0,0.0005283808294,0.43151101070000003,0.8895971799,loie_giveth,Zep,Jake,Juanka,#11 Feb 12,,,,Commons Stack,Telegram:Commons Stack,2021,2,12
653,Vyvy-vi#5040,liviade,for joining the SourceCred committee call yesterday! ,Token Engineering Commons,2021-05-05,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,4.554641424,Vyvy-vi#5040,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,5
6706,Santigs67,iviangita,doing an amazing job on Gravity WG and agreements we should have in all our calls,Telegram,2020-12-18,TE Praise,,,,0.0,1.984210526,55.55789474,santigs67,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,18
820,felixfalafel,JessicaZartler,for writing the academy analysis of the Commons Stack!! ,Commons Stack,2021-05-03,🙌praise,1000.0,200.0,200.0,0.0013423932829999998,1.61087194,2.128992869,felixfalafel,Metaverde,Juank,Edu,#17 May 7,,,,praise,Commons Stack:praise,2021,5,3
6969,JessicaZartler,iviangita,joining the TEC Community Call this week 🙏🏼,Telegram,2020-12-11,TE Praise,2.0,45.0,50.0,0.0013346400409999998,1.0056512709999998,6.686071342000001,jessicazartler,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,11
5473,liviade,ygganderson,coaching the spirit foundation team through making a good TEC proposal,Telegram,2021-01-22,TE Praise,50000.0,50.0,100.0,0.00584741295,5.45758542,8.851726303,liviade,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,22
4029,thebeautyway,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-03-12,TE Praise,25.0,500.0,100.0,0.0007906872343,0.8170434755,3.313734747,thebeautyway,Jake,Metaverde,Griff,#13 Mar 12,,,,TE Praise,Telegram:TE Praise,2021,3,12
1242,GriffGreen,Suga#8514,to for re-guiding my scholarship request!,Token Engineering Commons,2021-04-14,🙏praise,1000.0,50.0,80.0,0.0007088501503,0.8506201804000001,10.22530884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,14
2439,freedumbs00,iviangita,because new people are coming and this is possible because of the stewards amazing work,Token Engineering Commons,2021-04-02,🙏praise,,100.0,100.0,0.001436335405,1.651785716,5.810801582000001,freedumbs00,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2
2345,chuygarcia92,iviangita,for attending the Transparency weekly call 🙏,Token Engineering Commons,2021-04-05,🙏praise,,70.0,50.0,0.0008628017784999999,0.9922220452,6.766306821000001,chuygarcia92,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,5
3201,naynaysoo,iviangita,for his contributions in the comms,Token Engineering Commons,2021-03-19,🙏praise,25.0,100.0,100.0,0.001234425234,1.378441511,6.528198081,naynaysoo,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
1210,metaverde,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-04-23,Commons Stack,,,,0.0,1.5075376884422111,10.55276382,metaverde,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Stack,Telegram:Commons Stack,2021,4,23
7530,markop,iviangita,always being open to suggestions on designing things in the ui library,Telegram,2020-12-04,TE Praise,100.0,100.0,80.0,0.003287353431,,,markop,Griff,Zep,Santi,#6 Dec 4,2.575093521,2.827218614,,TE Praise,Telegram:TE Praise,2020,12,4
1061,cranders71,iviangita,for joining the TEC Community Call 🙌 https://youtu.be/z53DNjksGck,Token Engineering Commons,2021-04-23,🙏praise,1000.0,60.0,50.0,0.0006238180076000001,0.7485816090999999,23.12587137,cranders71,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
6424,ygganderson,Tonga2020,the amazing tec lab he's offering,Telegram,2020-12-19,DUPLICATE,0.0,0.0,0.0,0.0,0.0,7.461376747,ygganderson,Griff,Jake,Juanka,#8 Jan 1,,,,DUPLICATE,Telegram:DUPLICATE,2020,12,19
2637,mercedesrodsim,knobsDAO,for hanging out at the Trusted Seed office hours and for lending me a laptop to get the job done on CS since mine went extinct! 💻☄️🦖 Couldn't keep the TS processes going without her!,Commons Stack,2021-03-30,🙌praise,,100.0,100.0,0.001436335405,1.651785716,1.651785716,mercedesrodsim,-,Juank,Ivy,#15 Apr 9,,,,praise,Commons Stack:praise,2021,3,30
6991,Tam2140,cranders71,a fascinating and informational deep dive into Dandelion Voting Parameters 🗳,Telegram,2020-12-10,TE Praise,,,,0.0,1.984210526,6.250621053,tam2140,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,10
1170,Laurenluz,markop,to for joining the Comms Weekly Call.,Token Engineering Commons,2021-04-13,🙏praise,1000.0,50.0,50.0,0.0005802079686,0.6962495623,10.74350945,Laurenluz,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,13
5631,sgonzt,GriffGreen,their role in making this awesome community project a reality.,Telegram,2021-01-27,Commons Stack,1000.0,25.0,50.0,0.0010616217780000001,0.9908469927,4.556710521,sgonzt,MetaVerde,Jake,Juanka,#10 Jan 29,,,,Commons Stack,Telegram:Commons Stack,2021,1,27
331,GriffGreen,iviangita,for joining the Legal weekly sync ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,200.0,100.0,0.001042633091,1.25115971,8.927063614,GriffGreen,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,30
4241,iviangita,JuankBell,for helping on the migration communication strategy! its really amazing to count with you ,Token Engineering Commons,2021-02-25,🙌🏿praise,150.0,200.0,100.0,0.001660390962,2.379893712,25.80518089,iviangita,Zep,Griff,Juanka,#12 Feb 26,,,,praise,Token Engineering Commons:praise,2021,2,25
3012,GriffGreen,GriffGreen,for the great memes this week,Token Engineering Commons,2021-03-22,🍄memes,15.0,100.0,100.0,0.0010767089659999998,1.2023250109999999,9.632016576,GriffGreen,Jake,Juank,Eduardo,#14 Mar 26,,,,memes,Token Engineering Commons:memes,2021,3,22
6523,markop,iviangita,hitting their first milestone in Commons Simulator,Telegram,2020-12-27,TE Praise,30.0,25.0,25.0,0.0016445622870000002,0.7126436575,4.248996007,markop,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,27
5159,chuygarcia92,iviangita,their effort in communicating with 1hive to collaborate in the Gardens Swarm project and with what we’re doing with the Commons Stack,Telegram,2021-02-05,TE Praise,60.0,50.0,80.0,0.002409166178,1.9674857119999998,2.594884667,chuygarcia92,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,2,5
7306,Tonga2020,JessicaZartler,"their thorough posts in the forum and being very engaged and active there, thank you guys for participating and taking the time!! 💫💫💫",Telegram,2020-11-24,TE Praise,80.0,70.0,100.0,0.003033587325,,,tonga2020,Griff,Zep,Santi,#6 Dec 4,2.376310072,21.80544171,,TE Praise,Telegram:TE Praise,2020,11,24
659,Vyvy-vi#5040,chuygarcia92,for joining the Comms WG call ,Token Engineering Commons,2021-05-04,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,4.554641424,Vyvy-vi#5040,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,4
724,JamesSimbouras,jeffemmett,for being a fantastic cadCAD community call facilitator 🙏 🧙‍♂️ ,Commons Stack,2021-05-03,🙌praise,1000.0,200.0,100.0,0.001042633091,1.25115971,3.558303463,JamesSimbouras,Metaverde,Juank,Edu,#17 May 7,,,,praise,Commons Stack:praise,2021,5,3
30,zeptimusQ,iviangita,for joining the Legal weekly call ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,7
1935,iviangita,ddan#2489,to and for recording WG sessions and making it easy to catch up with the great work going on here through the youtube playlists,Token Engineering Commons,2021-03-30,🙏praise,,,,0.0,1.3356562140000001,21.37049884,iviangita,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,3,30
808,danibelle,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-05-07,Commons Stack,500.0,25.0,100.0,0.0004317674408,0.518120929,2.535454081,danibelle,Metaverde,Juank,Edu,#17 May 7,,,,Commons Stack,Telegram:Commons Stack,2021,5,7
4623,Krisjones,iviangita,their work with Discord,Telegram,2021-02-19,TE Praise,200.0,400.0,150.0,0.002661852123,3.8153213760000004,5.374262556000001,krisjones,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,19
1265,jeffemmett,Tam2140,for being the best team I ever worked with,Commons Stack,2021-04-19,🙌praise,1000.0,200.0,100.0,0.00144876219,1.7385146280000001,10.07540818,jeffemmett,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Commons Stack:praise,2021,4,19
2969,freedumbs00,iviangita,for joining the Transparency weekly sync,Token Engineering Commons,2021-03-22,🙏praise,,,,0.0,1.6277939747327528,9.68973309,freedumbs00,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,22
3454,Tonga2020,iviangita,because it is nice to see you again,Token Engineering Commons,2021-03-19,🙏praise,15.0,100.0,100.0,0.0010767089659999998,1.2023250109999999,2.5807665230000003,Tonga2020,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
1554,T Wells#9070,chuygarcia92,for an amazing call talking about TEC and enrichment for his presentation,Token Engineering Commons,2021-04-15,🙏praise,1000.0,100.0,80.0,0.0009269003455,1.112280415,5.355080131,T Wells#9070,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,15
7278,solsista,JuankBell,"joining the “Gravity” Working Group call, I’m sorry because my computer goes crazy when i share screen and my calls turn little hard, but appreciate all your time and contribution to how human layers for human issues could work in this decentralized space. and how computers can aid our governance but ultimatelly it is human centered and co-created by the community. Muchas gracias.",Telegram,2020-12-03,TE Praise,50.0,60.0,40.0,0.0017504800909999999,,,solsista,Griff,Zep,Santi,#6 Dec 4,1.371209404,25.1057595,,TE Praise,Telegram:TE Praise,2020,12,3
2991,GriffGreen,JuankBell,@Sjdthree @dysbulic for becoming the 1st generation of Gravitons (Alternative Dispute Resolution providers for DAOs) Amazing number 17! Thanks all!,Token Engineering Commons,2021-03-18,🙏praise,45.0,100.0,100.0,0.0015498577710000001,1.730674511,9.632016576,GriffGreen,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,18
4773,officialnico,iviangita,joining the TEC Weekly Sync 🙏🏼😊,Telegram,2021-02-26,TE Praise,40.0,20.0,50.0,0.0004950340078,0.7095487446,0.7095487446,officialnico,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,26
6421,ygganderson,zeptimusQ,his amazing work in the lab and keeping it recorded every week you rock!,Telegram,2020-12-19,TE Praise,200.0,300.0,200.0,0.014276472480000002,6.186471407999999,7.461376747,ygganderson,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,19
7492,Tam2140,JessicaZartler,"their presence, energy and smiles in the Comms Working Group today! 🌟🌈🌟",Telegram,2020-11-24,TE Praise,20.0,60.0,30.0,0.001283215058,,,tam2140,Griff,Zep,Santi,#6 Dec 4,1.005185129,4.180010376999999,,TE Praise,Telegram:TE Praise,2020,11,24
7264,mateodaza,iviangita,all his hard work,Telegram,2020-12-04,TE Praise,100.0,120.0,100.0,0.003784575712,,,mateodaza,Griff,Zep,Santi,#6 Dec 4,2.964584308,25.18950661,,TE Praise,Telegram:TE Praise,2020,12,4
872,morgangr,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-05-07,Commons Stack,500.0,25.0,100.0,0.0004317674408,0.518120929,1.036241858,morgangr,Metaverde,Juank,Edu,#17 May 7,,,,Commons Stack,Telegram:Commons Stack,2021,5,7
1546,chuygarcia92,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Telegram,2021-04-23,TE Praise,1500.0,25.0,40.0,0.0005021792123,0.6026150547,5.458612046,chuygarcia92,Metaverde,Juank,Ivy,#16 Apr 24,,,,TE Praise,Telegram:TE Praise,2021,4,23
1765,castall,GriffGreen,for recommending Commons Stack to,Commons Stack,2021-04-19,🙌praise,1000.0,100.0,80.0,0.0009269003455,1.112280415,1.112280415,castall,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Commons Stack:praise,2021,4,19
1892,Laurenluz,vegayp,"for a full-spanish onboarding, thank you so much for taking the time! ❤️",Token Engineering Commons,2021-03-29,🙏praise,,100.0,100.0,0.001436335405,1.651785716,17.81776325,Laurenluz,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,3,29
1694,fabimol,zeptimusQ,@Zeptimus@gabi for joining the commons swarm weekly sync ⚡,Token Engineering Commons,2021-04-12,🙏praise,1000.0,60.0,50.0,0.0006238180076000001,0.7485816090999999,3.8955211960000002,fabimol,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,12
2852,iviangita,JuankBell,for bringing so much value into this world. It's amazing to feel part of this community of talented and mindful people.,Token Engineering Commons,2021-03-22,🙏praise,15.0,200.0,100.0,0.0014962336439999998,1.6707942359999999,20.15775204,iviangita,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,22
1130,ddan#2489,Tam2140,for the work put into that DAO ecosystem sheet. Thorough.,Token Engineering Commons,2021-04-13,🙏praise,5000.0,200.0,100.0,0.002039778739,2.447734487,15.13161277,ddan#2489,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,13
6701,Santigs67,liviade,joining the Book Club today!! ⚡️🤓,Telegram,2020-12-15,TE Praise,,,,0.0,1.984210526,55.55789474,santigs67,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,15
3178,JuankBell,Santigs67,for joining todays Legal WG,Token Engineering Commons,2021-03-19,🙏praise,,,,0.0,1.6277939747327528,6.592937318,JuankBell,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
2760,zeptimusQ,iviangita,for offering feedback on the mission-vision value session,Token Engineering Commons,2021-03-26,🙏praise,25.0,100.0,100.0,0.001234425234,1.378441511,52.3726097,zeptimusQ,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
3060,liviade,ddan#2489,and who all had great input for todays Gravity call,Token Engineering Commons,2021-03-25,🙏praise,15.0,80.0,100.0,0.0009928040298,1.108631167,8.963435776,liviade,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,25
4178,Santigs67,liviade,an enlightening source cred sync ⚡️✨,Telegram,2021-02-15,TE Praise,110.0,1000.0,100.0,0.003606949651,5.169961166,38.09701847,santigs67,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,15
7045,fabimol,fabimol,"2 hours of work, met with sem and paulo, worked with tec-ui and started to restyle cv interface",Telegram,2020-12-16,Gardens Swarm,21.0,120.0,100.0,0.0036695066480000003,2.7649732589999996,2.8581763889999996,fabimol,Tam,Zep,Santi,#7 Dec 18,,,,Gardens Swarm,Telegram:Gardens Swarm,2020,12,16
1644,divine_comedian,liviade,for the comms progress every week!!,Token Engineering Commons,2021-04-23,🙏praise,1000.0,80.0,100.0,0.0009254417219,1.110530066,4.643275317,divine_comedian,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
5496,liviade,Santigs67,joining Legal WG meeting,Telegram,2021-01-22,TE Praise,1000.0,25.0,25.0,0.0008034239984,0.7498623984999999,8.851726303,liviade,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,22
6476,GriffGreen,Tonga2020,everything he does everyday,Telegram,2020-12-19,DUPLICATE,0.0,0.0,0.0,0.0,0.0,5.103338567,griffgreen,Griff,Jake,Juanka,#8 Jan 1,,,,DUPLICATE,Telegram:DUPLICATE,2020,12,19
5963,xgabi,iviangita,joining the Gardens Swarm,Telegram,2021-01-15,TE Praise,150.0,25.0,120.0,0.002403154087,1.802365565,9.46038485,xgabi,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,15
4373,liviade,JessicaZartler,"joining the Comms working group calls, all their efforts and supporting the multifaceted jobs that is Communications! Thank you all so much! 🙏🏼🌟❤️",Telegram,2021-02-23,TE Praise,40.0,50.0,80.0,0.000752629433,1.078768854,11.95672351,liviade,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,23
679,markop,GriffGreen,joining our Commons Stack Simulator sync & continuing to improve the game!,Telegram,2021-05-05,CS dDEV Team,1000.0,70.0,100.0,0.0006276224767,0.7531469720999999,4.540587734,markop,Metaverde,Juank,Edu,#17 May 7,,,,CS dDEV Team,Telegram:CS dDEV Team,2021,5,5
6281,daithic,liviade,sharing your life stories in the Gravity call! I'm fascinated by all of you and honor your paths until here!,Telegram,2021-01-15,TE Praise,45.0,25.0,40.0,0.000921068011,0.6908010083,1.168722178,daithic,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,15
2538,sgonzt,iviangita,for their contributions in the other side,Token Engineering Commons,2021-04-09,🙏praise,,100.0,100.0,0.001436335405,1.651785716,4.373409987,sgonzt,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9
5024,markop,JessicaZartler,being a Samurai Shark and coming in strong to support Communications WG with PMing 🙏🏼🙏🏼🙏🏼🌟,Telegram,2021-02-09,TE Praise,150.0,125.0,100.0,0.004870111248,3.9772575189999997,6.968108792000001,markop,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,2,9
1852,zeptimusQ,iviangita,for leading the Transparency calls,Token Engineering Commons,2021-04-09,🙏praise,,100.0,100.0,0.001436335405,1.651785716,51.03442555,zeptimusQ,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9
4185,Santigs67,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-02-26,TE Praise,20.0,100.0,20.0,0.00045285113939999994,0.6490866332,38.09701847,santigs67,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,26
6298,GraceRachmany,JuankBell,"their influence in making my experience in the TEC something unforgettable, motivating and enlightening. Much gratitude, admiration and respect to all of you.",Telegram,2021-01-02,TE Praise,20.0,25.0,15.0,0.0005212732071999999,0.3909549054,0.9044090231,gracerachmany,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,2
1318,liviade,JuankBell,for their amazing collaborations and interest in Gravity as a project to take care of. And for helping to set strong basements and high quality standards for the application of Alternative Dispute Resolution in DAOs with ethical and professional responsibility,Token Engineering Commons,2021-04-24,🙏praise,1000.0,100.0,150.0,0.001227065436,1.472478524,8.26473812,liviade,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,24
