Category Code,QUESTIONS,,To,From,Reason for dishing,Server,Date,Room,v1 norm,v2 norm,v3 norm,Avg %,IH per Praise,IH per person,Unnamed: 12,v1,v2,v3,period,Cred per Praise,Cred per person,To.1,Room-NoEmoji,Source,Year,Month,Day,
TE5,,282,danlessa,jeffemmett,for his great piece on decentralized decision making: https://www.regenerativeteams.com/2021/04/28/the-next-frontier-in-decentralised-governance-collaborative-sense-making/,Commons Stack,2021-05-03,🙌praise,10000,400,300,3.220.186.621,3.864.223.945,1.061.543.469,danlessa,Metaverde,Juank,Edu,#17 May 7,,,,praise,Commons Stack:praise,2021,5,3,
TEC14,,3256,sgonzt,Laurenluz,working dev magic and getting the simulator back up and running 💫,TG,2021-03-15,CS dDEV Team,50,100,100,1.628.715.905,1.818.732.761,5.675.976,sgonzt,Jake,Juank,Eduardo,#14 Mar 26,,,,CS dDEV Team,TG:CS dDEV Team,2021,3,15,
TEC10,,5813,zeptimusQ,JuankBell,"being so present and helping to manage the transparency group, recording and having ideas to collaborate in each session.",Telegram,2021-01-15,TE Praise,,,,0,164.473.684.210.526,5.427.631.579,zeptimusq,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,15,
TEC5,,4063,chuygarcia92,chuygarcia92,1 hour of work setting up design bounties for the AMA next week,Telegram,2021-03-04,Commons Swarm 🌐,50,5000,100,2.576.873.381,266.276.916,2.412.302.296,chuygarcia92,Jake,Metaverde,Griff,#13 Mar 12,,,,Commons Swarm,Telegram:Commons Swarm,2021,3,4,
TEC12,,3915,JessicaZartler,iviangita,for joining the TEC Weekly Sync 🙏 https://www.youtube.com/watch?v=NR9-ca0HqyA,Token Engineering Commons,2021-03-12,🙏praise,25,1000,10,7.346.939.862,7.591.837.857,5.240.538.869,JessicaZartler,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,3,12,
TEC2,,7365,liviade,cranders71,the stimulating discussions on yesterday's Soft Gov WG weekly sync 😉🤲,Telegram,2020-11-25,TE Praise,50,60,20,146.686.456,,,liviade,Griff,Zep,Santi,#6 Dec 4,1.149.043.905,9.052.678.764,,TE Praise,Telegram:TE Praise,2020,11,25,
TEC12,,3750,GriffGreen,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-03-12,Commons Stack,,,,0,188.909.201.706.277,8.991.094.546,GriffGreen,Jake,Metaverde,Griff,#13 Mar 12,,,,Commons Stack,Telegram:Commons Stack,2021,3,12,
TEC1,,1645,divine_comedian,iviangita,for all their support to Chuy in Comms,Token Engineering Commons,2021-04-23,🙏praise,1000,70,100,8.818.316.829,1.058.198.019,4.643.275.317,divine_comedian,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23,
TEC12,,4542,JessicaZartler,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-02-26,TE Praise,20,100,20,4.528.511.394,6.490.866.332,6.459.898.129,jessicazartler,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,26,
TEC12,,431,chuygarcia92,iviangita,for joining the Legal WG in the past weeks and we have dealt with the legal issues ahead of time,Token Engineering Commons,2021-05-07,🙏praise,1000,90,100,6.914.702.636,8.297.643.163,718.127.319,chuygarcia92,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,7,
TEC6,,7296,Santigs67,cranders71,your energy and discussion on today's Onboarding WG weekly sync ☺🙏,Telegram,2020-12-02,TE Praise,,,,0,,,santigs67,Griff,Zep,Santi,#6 Dec 4,1.119.370.091,2.462.614.201,,TE Praise,Telegram:TE Praise,2020,12,2,
TEC6,,3994,vegayp,iviangita,for taking the time to continue onboarding Kristoffer,Token Engineering Commons,2021-03-12,🙏praise,35,500,200,1.185.234.714,1.224.742.537,3.787.057.259,vegayp,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,3,12,
TEC5,,5647,fabimol,fabimol,3 hours of work on celeste creating deposit and withdraw modal screens,Telegram,2021-01-28,Gardens Swarm,20000,200,200,7.358.434.336,6.867.872.047,3.688.533.038,fabimol,MetaVerde,Jake,Juanka,#10 Jan 29,,,,Gardens Swarm,Telegram:Gardens Swarm,2021,1,28,
TEC17,,1134,ddan#2489,chuygarcia92,for all their work in gravity,Token Engineering Commons,2021-04-15,🙏praise,2000,100,100,1.160.415.937,1.392.499.125,1.513.161.277,ddan#2489,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,15,
TEC12,,5257,zeptimusQ,sembrestels,having you in Monday's Garden Swarm call!,Telegram,2021-01-19,TE Praise,1000,15,25,6.163.682.558,5.752.770.387,5.996.553.876,zeptimusq,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,19,
TE8,,1445,owocki,knobsDAO,for his ongoing work towards elevating the global open source ecosystem! ⚡🤖⚡,Commons Stack,2021-04-12,🙌praise,2000,200,150,1.810.919.964,2.173.103.956,643.933.247,owocki,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Commons Stack:praise,2021,4,12,
TEC12,,7139,metaverde,cranders71,joining the TEC Praise channel. Welcome ✋,Telegram,2020-12-09,TE Praise,1,1,1,"6,41E+04",4.831.157.635,4.831.157.635,metaverde,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,9,
TEC17,,3013,GriffGreen,JuankBell,"for their contributions to Gravity and to me as a person! Thank you, I'm sorry, forgive me, and I love and honor you.",Token Engineering Commons,2021-03-24,🙏praise,15,100,100,1.076.708.966,1.202.325.011,9.632.016.576,GriffGreen,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,24,
TEC16,,4508,sembrestels,iviangita,encouraging Zep to improve and get more involved,Telegram,2021-02-19,TE Praise,250,1000,250,5.007.305.805,7.177.138.321,7.479.808.895,sembrestels,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,19,
TE6,,3417,Krisjones,iviangita,for their work at Metafest,Token Engineering Commons,2021-03-19,🙏praise,15,150,100,1.286.471.305,1.436.559.624,3.095.142.073,Krisjones,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19,
TEC6,,5524,freedumbs00,cranders71,"a productive, efficient Onboarding WG weekly sync 🏄‍♀️",Telegram,2021-01-28,TE Praise,,,,0,198.159.943.382.873,8.025.634.713,freedumbs00,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,28,
TEC1,,1100,durgadasji,naynaysoo,to for a great SEO call!,Token Engineering Commons,2021-04-19,🙏praise,1000,100,50,7.982.581.637,9.579.097.965,1.612.445.159,durgadasji,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,19,
TEC12,,261,sembrestels,iviangita,for joining the TEC Community Call 🙏 😊 https://youtu.be/CArIX3rOvx0,Token Engineering Commons,2021-05-07,🙏praise,1000,50,100,5.637.746.898,6.765.296.278,1.111.149.818,sembrestels,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,7,
TEC12,,3496,davidhq,GriffGreen,for diving into the TE Commons and asking about our conflict resolution practices,Commons Stack,2021-03-22,🙌praise,25,150,100,1.444.187.573,1.612.676.123,1.612.676.123,davidhq,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Commons Stack:praise,2021,3,22,
TEC1,,1481,markop,markop,to for completing all issues in this sprint.,Token Engineering Commons,2021-04-15,🙏praise,5000,100,100,1.603.678.348,1.924.414.018,5.893.070.738,markop,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,15,
TEC12,,5500,liviade,iviangita,joining the TEC Community Call! 🙏🏼,Telegram,2021-01-22,TE Praise,1000,15,25,6.163.682.558,5.752.770.387,8.851.726.303,liviade,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,22,
TEC16,,2271,Tam2140,JuankBell,for every interaction we have had in this past weeks. Thanks for your presence and support.,Token Engineering Commons,2021-04-05,🙏praise,,100,80,12.937.024,148.775.776,7.010.968.749,Tam2140,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,5,
TEC6,,6911,GriffGreen,JessicaZartler,a productive Onboarding WG - thank you all so much for contributing! 🙏🏼💫,Telegram,2020-12-17,TE Praise,5,60,50,1.627.198.322,1.226.093.936,1.026.614.504,griffgreen,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,17,
TEC12,,594,gyalbo,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-04-30,Commons Stack,500,25,100,4.317.674.408,518.120.929,4.868.246.042,gyalbo,Metaverde,Juank,Edu,#17 May 7,,,,Commons Stack,Telegram:Commons Stack,2021,4,30,
TEC10,,7194,zeptimusQ,GriffGreen,"recording the calls, putting timestamps on the Youtube videos, and bringing quality to the TEC channel",Telegram,2020-11-26,TE Praise,,,,0,,,zeptimusq,Griff,Zep,Santi,#6 Dec 4,1.119.370.091,3.470.047.283,,TE Praise,Telegram:TE Praise,2020,11,26,
TEC16,,6569,freedumbs00,cranders71,all of your valued input and nice holiday cheer at this week's Onboarding WG sync. 🎊 🙏,Telegram,2020-12-26,TE Praise,,,,0,1.790.633.609,2.686.236.088,freedumbs00,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,26,
TEC1,,5548,sembrestels,JessicaZartler,the awesome creative inputs for our Miro narratives session - brilliant ideas and sharing 🙏🏼 Appreciate every single one of you and your presence today!! 🌟🌟🌟❤️,Telegram,2021-01-20,TE Praise,1000,25,25,8.034.239.984,7.498.623.985,8.005.361.856,sembrestels,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,20,
TEC12,,5496,liviade,Santigs67,joining Legal WG meeting,Telegram,2021-01-22,TE Praise,1000,25,25,8.034.239.984,7.498.623.985,8.851.726.303,liviade,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,22,
TEC12,,164,BlairV,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-05-08,TE Praise,500,25,100,4.317.674.408,518.120.929,1.615.361.151,BlairV,Metaverde,Juank,Edu,#17 May 7,,,,TE Praise,Telegram:TE Praise,2021,5,8,
TEC12,,2911,metaverde,iviangita,for participating in Juans presentation at Metafest,Token Engineering Commons,2021-03-26,🙏praise,15,200,100,1.496.233.644,1.670.794.236,1.592.345.896,metaverde,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26,
TEC3,,990,ygganderson,iviangita,for a fun Sunday params sesh and spending another 3 hours making curves,Token Engineering Commons,2021-04-16,🙏praise,2000,100,200,158.922.321,1.907.067.852,2.983.229.292,ygganderson,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16,
TE5,,6634,geleeroyale,GriffGreen,their help in reaching this awesome milestone! We are going to release the Simulator to the Donors of our gitcoin grant TONIGHT! Everything is being merged to master and its starting to look dreamy! https://sim.commonsstack.org/ 😍,Telegram,2020-12-23,CS dDEV Team,40,35,40,2.353.890.565,1.020.019.245,1.020.019.245,geleeroyale,Griff,Jake,Juanka,#8 Jan 1,,,,CS dDEV Team,Telegram:CS dDEV Team,2020,12,23,
TEC12,,7260,mateodaza,iviangita,participating in the Praisegiving Call 😀,Telegram,2020-11-28,TE Praise,40,30,30,1.179.776.444,,,mateodaza,Griff,Zep,Santi,#6 Dec 4,9.241.582.148,2.518.950.661,,TE Praise,Telegram:TE Praise,2020,11,28,
TEC12,,5342,cranders71,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 💪🙏,Telegram,2021-01-22,TE Commons,500,25,25,7.646.305.672,7.136.551.961,2.123.895.794,cranders71,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Commons,Telegram:TE Commons,2021,1,22,
TEC10,,5092,Tam2140,zeptimusQ,editing the transparency forum post thanks you so much😊😊,Telegram,2021-02-12,TE Praise,50,50,100,2.526.456.209,2.063.272.571,6.262.961.604,tam2140,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,2,12,
TEC16,,5376,GriffGreen,iviangita,taking time to do relevant things for themselves,Telegram,2021-01-29,TE Praise,5000,15,150,2.217.704.603,2.069.857.629,1.243.401.535,griffgreen,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,29,
TEC6,,2848,iviangita,iviangita,for supporting Tam in the hatch onboarding calls this sprint,Token Engineering Commons,2021-03-19,🙏praise,15,200,100,1.496.233.644,1.670.794.236,2.015.775.204,iviangita,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19,
TEC1,,3191,naynaysoo,markop,to for establishing a consistent Content Distribution Process.,Token Engineering Commons,2021-03-16,📡comms,45,200,200,2.389.992.334,2.668.824.773,6.528.198.081,naynaysoo,Jake,Juank,Eduardo,#14 Mar 26,,,,comms,Token Engineering Commons:comms,2021,3,16,
TEC15,,5566,JessicaZartler,iviangita,building trust in the community and making it as a whole,Telegram,2021-01-29,TE Praise,10000,50,50,2.227.542.896,2.079.040.036,6.953.861.378,jessicazartler,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,29,
TEC14,,6922,katalenacaban,liviade,all her work and energy with the CSTK Token DApp! it takes a true kat to cat herd such a busy crew of superstars 🐆🍃💃🏻,Telegram,2020-12-08,Commons Stack,21,110,100,3.549.942.341,2.674.881.554,8.896.925.236,katalenacaban,Tam,Zep,Santi,#7 Dec 18,,,,Commons Stack,Telegram:Commons Stack,2020,12,8,
TEC12,,1574,freedumbs00,zeptimusQ,for joining stewards meeting ✨,Token Engineering Commons,2021-04-14,🙏praise,1000,60,50,6.238.180.076,7.485.816.091,5.330.037.842,freedumbs00,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,14,
TEC5,,6739,sembrestels,ygganderson,powering through dandelion voting parameter posts on a Sunday! It's going to be a big week for TEC,Telegram,2020-12-06,TE Praise,21,180,200,5.829.144.715,4.392.260.543,4.481.065.722,sembrestels,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,6,
TEC16,,2090,GriffGreen,JuankBell,for every interaction we have had in this past weeks. Thanks for your presence and support.,Token Engineering Commons,2021-04-05,🙏praise,,100,80,12.937.024,148.775.776,9.783.875.323,GriffGreen,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,5,
TEC5,,3257,sgonzt,GriffGreen,for their kick ass and efficient work closing issues on the Dashboard,Token Engineering Commons,2021-03-16,🤖parameters,50,100,100,1.628.715.905,1.818.732.761,5.675.976,sgonzt,Jake,Juank,Eduardo,#14 Mar 26,,,,parameters,Token Engineering Commons:parameters,2021,3,16,
TEC12,,2358,chuygarcia92,iviangita,for attending the verification party,Token Engineering Commons,2021-04-09,🙏praise,,80,100,129.170.133,1.485.456.529,6.766.306.821,chuygarcia92,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9,
TEC12,,927,unquaLe,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-04-30,Commons Stack,500,25,100,4.317.674.408,518.120.929,518.120.929,unquaLe,Metaverde,Juank,Edu,#17 May 7,,,,Commons Stack,Telegram:Commons Stack,2021,4,30,
TEC12,,7280,solsista,iviangita,participating in the TEC Community Call this week 🙌🏽,Telegram,2020-12-04,TE Praise,45,45,40,153.603.215,,,solsista,Griff,Zep,Santi,#6 Dec 4,1.203.225.184,251.057.595,,TE Praise,Telegram:TE Praise,2020,12,4,
TEC12,,5201,loie_giveth,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼😊,Telegram,2021-02-12,Commons Stack,10,15,15,5.283.808.294,4.315.110.107,8.895.971.799,loie_giveth,Zep,Jake,Juanka,#11 Feb 12,,,,Commons Stack,Telegram:Commons Stack,2021,2,12,
TEC12,,1738,Tonga2020,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-04-16,Commons Stack,500,25,25,2.901.039.843,3.481.247.811,208.663.941,Tonga2020,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Stack,Telegram:Commons Stack,2021,4,16,
TEC12,,3396,VitorMarthendal,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,TG,2021-03-19,Commons Stack,15,25,100,7.620.654.566,8.509.730.932,3.465.898.093,VitorMarthendal,Jake,Juank,Eduardo,#14 Mar 26,,,,Commons Stack,TG:Commons Stack,2021,3,19,
TE6,,813,jwaup,JessicaZartler,for the upcoming governance challenge event!,Commons Stack,2021-05-03,🙌praise,1000,100,100,723.394.157,8.680.729.884,2.489.292.949,jwaup,Metaverde,Juank,Edu,#17 May 7,,,,praise,Commons Stack:praise,2021,5,3,
TEC8,,4470,Tam2140,iviangita,"being an incredible organizational force and modeling servant leadership style better than anyone else, because she’s always present and gentle, for being the steward of stewards and doing the important work of syncing us up while we’re moving in all directions, for the meeting on the farms and her inputs on the Github levers to play with, for planning the Github issues and guiding the stewards, for her endless patience, for her dedication and being present a lot",Telegram,2021-02-19,TE Praise,450,500,200,4.122.521.468,5.908.947.437,8.640.675.255,tam2140,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,19,
TEC12,,1572,freedumbs00,liviade,"@AnnaMarieSwan, @freedumbs00, @natesuits, @Juankbell, @mateodaza, @griff, @santigs, @Suga, @Zeptimus, @AmwFund, @durgadas, @Tam2140, @chuygarcia92🐝, for joining soft gov! It's always so insightful to spend this time with you!",Token Engineering Commons,2021-04-13,🙏praise,1000,60,50,6.238.180.076,7.485.816.091,5.330.037.842,freedumbs00,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,13,
TEC16,,6205,ygganderson,iviangita,his big win yesterday,Telegram,2021-01-08,TE Praise,50,55,50,1.329.454.733,9.970.910.497,4.232.451.467,ygganderson,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,8,
TEC12,,536,mehigher,Tam2140,for joining the Community Stewards sync yesterday.,Token Engineering Commons,2021-05-06,🙏praise,1000,90,100,6.914.702.636,8.297.643.163,6.114.819.591,mehigher,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,6,
TEC12,,2387,naynaysoo,zeptimusQ,for joining soft gov and sharing his inputs on MVV ✨,Token Engineering Commons,2021-04-06,🙏praise,,70,50,8.628.017.785,9.922.220.452,6.492.289.456,naynaysoo,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,6,
TEC12,,7182,sembrestels,iviangita,participating in the TEC Community Call this week 🙌🏽,Telegram,2020-12-04,TE Praise,60,60,40,1.858.965.846,,,sembrestels,Griff,Zep,Santi,#6 Dec 4,1.456.189.913,4.278.739.172,,TE Praise,Telegram:TE Praise,2020,12,4,
TEC12,,1824,zeptimusQ,markop,to for attending the Comms Weekly call.,Token Engineering Commons,2021-03-30,🙏praise,,40,50,6.458.506.648,7.427.282.645,5.103.442.555,zeptimusQ,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,3,30,
TEC2,,4816,Santigs67,iviangita,helping so much with the Code of Conduct document,Telegram,2021-02-05,TE Praise,300,100,100,6.165.524.379,5.035.178.243,3.853.631.231,santigs67,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,2,5,
TEC5,,2956,freedumbs00,sembrestels,all the brainstorming around the commons swarm logo,Telegram,2021-03-21,TE Praise,,,,0,162.779.397.473.275,968.973.309,freedumbs00,Jake,Juank,Eduardo,#14 Mar 26,,,,TE Praise,Telegram:TE Praise,2021,3,21,
TEC12,,4702,krrisis,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-02-19,TE Commons,20,20,20,2.437.844.393,349.424.363,3.765.014.426,krrisis,Zep,Griff,Juanka,#12 Feb 26,,,,TE Commons,Telegram:TE Commons,2021,2,19,
TEC17,,6010,JessicaZartler,iviangita,helping Juan in promoting the Gravity training and for coordinating the Comms,Telegram,2021-01-15,TE Praise,150,55,180,3.165.096.469,2.373.822.352,8.658.705.897,jessicazartler,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,15,
TEC12,,6597,JuankBell,freedumbs00,being in the Hatch Params call,Telegram,2020-12-23,TE Praise,,,,0,1.790.633.609,2.417.102.479,juankbell,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,23,
TEC12,,4270,rdfbbx#6437,rdfbbx#6437,test again,Token Engineering Commons,2021-02-08,🙌🏿praise,,,,0,0,2.199.425.075,@rdfbbx#6437,Zep,Griff,Juanka,#12 Feb 26,,,,praise,Token Engineering Commons:praise,2021,2,8,
TEC12,,4108,glefevre,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-03-12,TE Praise,25,500,100,7.906.872.343,8.170.434.755,1.656.867.374,glefevre,Jake,Metaverde,Griff,#13 Mar 12,,,,TE Praise,Telegram:TE Praise,2021,3,12,
TEC14,,3386,VitorMarthendal,iviangita,for working hard on the Dashboard,Token Engineering Commons,2021-03-26,🙏praise,50,200,200,2.468.850.468,2.756.883.022,3.465.898.093,VitorMarthendal,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26,
TEC4,,7297,Santigs67,sembrestels,"drawing the hatch dao workflow using a decision tree diagram, useful for tomorrow's tech params and legal working groups",Telegram,2020-12-04,TE Praise,,,,0,,,santigs67,Griff,Zep,Santi,#6 Dec 4,1.119.370.091,2.462.614.201,,TE Praise,Telegram:TE Praise,2020,12,4,
TEC5,,5610,chuygarcia92,chuygarcia92,1 hour of research for the update of the 1hive Gardens Wiki,Telegram,2021-01-22,Gardens Swarm,5000,100,50,2.774.887.297,2.589.894.811,5.871.911.145,chuygarcia92,MetaVerde,Jake,Juanka,#10 Jan 29,,,,Gardens Swarm,Telegram:Gardens Swarm,2021,1,22,
TEC1,,4177,zeptimusQ,JuankBell,for helping on the migration communication strategy! its really amazing to count with you,Token Engineering Commons,2021-02-25,🙌🏿praise,,,,0,18.956.228.956.229,4.928.619.529,zeptimusq,Zep,Griff,Juanka,#12 Feb 26,,,,praise,Token Engineering Commons:praise,2021,2,25,
TEC5,,7392,paulo_c2d,sembrestels,"having a very interesting call on aragon connect / the graph, and how we are going to use it for the hatch and bonding curve. @Tonga2020 recorded the call, maybe you can send it to @zeptimusQ and if it is interesting enough he might publish it in the TEC youtube channel.",Telegram,2020-11-20,TE Praise,100,60,80,2.860.139.931,,,paulo_c2d,Griff,Zep,Santi,#6 Dec 4,2.240.442.946,7.799.750.855,,TE Praise,Telegram:TE Praise,2020,11,20,
TEC17,,3036,liviade,JuankBell,@Sjdthree @dysbulic for becoming the 1st generation of Gravitons (Alternative Dispute Resolution providers for DAOs) Amazing number 17! Thanks all!,Token Engineering Commons,2021-03-18,🙏praise,45,100,100,1.549.857.771,1.730.674.511,8.963.435.776,liviade,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,18,
TE1,,3343,divine_comedian,GriffGreen,the major milestone of getting out the Giveth.io,TG,2021-03-26,TE Praise,50,100,100,1.628.715.905,1.818.732.761,4.427.583.805,divine_comedian,Jake,Juank,Eduardo,#14 Mar 26,,,,TE Praise,TG:TE Praise,2021,3,26,
TEC8,,3839,Tam2140,iviangita,"for all the work she is doing in organizing the stewards group and making it easy for everybody to see what everyone is doing on Github, and because she is the big organizer of our hive",Token Engineering Commons,2021-03-05,🙌🏿praise,50,2500,1000,3.904.501.241,4.034.651.282,6.772.330.927,Tam2140,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,3,5,
TEC12,,7579,knobsDAO,iviangita,participating in the TEC Community Call this week 🙌🏽,Telegram,2020-12-04,TE Praise,45,45,40,153.603.215,,,knobsdao,Griff,Zep,Santi,#6 Dec 4,1.203.225.184,2.283.602.708,,TE Praise,Telegram:TE Praise,2020,12,4,
TEC1,,4467,Tam2140,GriffGreen,a fruitful discussion on making the TEC's identity simple. What does the TEC do? We are Advancing Token Engineering!!!,Telegram,2021-02-15,TE Praise,230,500,200,3.329.925.753,4.772.893.579,8.640.675.255,tam2140,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,15,
TEC12,,4826,Santigs67,iviangita,joining the TEC Weekly Sync 🙌🏽🌟,Telegram,2021-02-05,TE Praise,40,25,50,1.433.134.316,1.170.393.025,3.853.631.231,santigs67,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,2,5,
TEC17,,3186,JuankBell,iviangita,"for the offboarding document, for his humility and care he carries, and for giving an amazing talk at Metafest (x4)",Token Engineering Commons,2021-03-26,🙏praise,,,,0,162.779.397.473.275,6.592.937.318,JuankBell,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26,
TEC12,,588,MerlinEgalite,GriffGreen,joining our Commons Stack Simulator sync & continuing to improve the game!,Telegram,2021-05-05,CS dDEV Team,1000,70,100,6.276.224.767,7.531.469.721,4.974.953.593,MerlinEgalite,Metaverde,Juank,Edu,#17 May 7,,,,CS dDEV Team,Telegram:CS dDEV Team,2021,5,5,
TEC16,,6582,Tam2140,iviangita,being warm with everyone and helping with projects,Telegram,2020-12-27,TE Praise,60,25,100,3.745.575.048,1.623.082.521,2.506.925.035,tam2140,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,27,
TEC12,,4788,magentaceiba,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-02-19,Commons Stack,10,20,20,2.077.573.614,2.977.855.513,2.977.855.513,magentaceiba,Zep,Griff,Juanka,#12 Feb 26,,,,Commons Stack,Telegram:Commons Stack,2021,2,19,
TEC12,,7067,knobsDAO,liviade,joining the last soft gov meeting!! Thanks so much for your presence and contributions!,Telegram,2020-12-18,TE Praise,5,45,50,1.447.851.861,1.090.956.377,2.584.516.638,knobsdao,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,18,
