To,From,Reason for dishing,Server,Date,Room,v1 norm,v2 norm,v3 norm,Avg %,IH per Praise,IH per person,Unnamed: 12,v1,v2,v3,period,Cred per Praise,Cred per person,To.1,Room-NoEmoji,Source,Year,Month,Day
ygganderson,iviangita,for continuing to record the calls,Token Engineering Commons,2021-03-26,🙏praise,25.0,100.0,200.0,0.001655035118,1.848122549,6.174108384,ygganderson,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
ygganderson,metaverde,for livecoding for us in the labs.,Token Engineering Commons,2021-03-26,🙏praise,25.0,100.0,200.0,0.001655035118,1.848122549,6.174108384,ygganderson,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
ygganderson,GriffGreen,for their kick ass and efficient work closing issues on the Dashboard,Token Engineering Commons,2021-03-16,🤖parameters,50.0,100.0,100.0,0.001628715905,1.818732761,6.174108384,ygganderson,Jake,Juank,Eduardo,#14 Mar 26,,,,parameters,Token Engineering Commons:parameters,2021,3,16
ygganderson,JuankBell,@Sjdthree @dysbulic for becoming the 1st generation of Gravitons (Alternative Dispute Resolution providers for DAOs) Amazing number 17! Thanks all!,Token Engineering Commons,2021-03-18,🙏praise,45.0,100.0,100.0,0.001549857771,1.730674511,6.174108384,ygganderson,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,18
ygganderson,iviangita,for working hard on the Youtube channel,Token Engineering Commons,2021-03-26,🙏praise,15.0,100.0,200.0,0.00149731885,1.672006049,6.174108384,ygganderson,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
ygganderson,zeptimusQ,spending some time with me and bringing huge value for the onboarding video ✨,TG,2021-03-16,TE Praise,25.0,100.0,100.0,0.001234425234,1.378441511,6.174108384,ygganderson,Jake,Juank,Eduardo,#14 Mar 26,,,,TE Praise,TG:TE Praise,2021,3,16
ygganderson,GriffGreen,for setting up an awesome onboarding sesh for YGG https://www.youtube.com/watch?v=HKPkH-wbG8k,Token Engineering Commons,2021-03-13,🌐commons-swarm,25.0,100.0,100.0,0.001234425234,1.378441511,6.174108384,ygganderson,Jake,Juank,Eduardo,#14 Mar 26,,,,commons-swarm,Token Engineering Commons:commons-swarm,2021,3,13
ygganderson,GriffGreen,to for an awesome overview of the Commons Swarm work on the forum! https://forum.tecommons.org/t/state-of-the-hatch-and-beyond/288,Token Engineering Commons,2021-03-14,🎫general,25.0,100.0,100.0,0.001234425234,1.378441511,6.174108384,ygganderson,Jake,Juank,Eduardo,#14 Mar 26,,,,general,Token Engineering Commons:general,2021,3,14
ygganderson,iviangita,for giving Mitch some help in setting up his computer in Linux,Token Engineering Commons,2021-03-19,🙏praise,25.0,100.0,100.0,0.001234425234,1.378441511,6.174108384,ygganderson,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
ygganderson,iviangita,for making Juan realize things that he thought would be difficult to accomplish and their support is very important in Gravity,Token Engineering Commons,2021-03-19,🙏praise,25.0,100.0,100.0,0.001234425234,1.378441511,6.174108384,ygganderson,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
ygganderson,ygganderson,for helping guide the lab through the TEC hatch contracts and it's history! Also praise ! For being lab champions!!,Token Engineering Commons,2021-03-19,🔬labs,25.0,100.0,100.0,0.001234425234,1.378441511,6.174108384,ygganderson,Jake,Juank,Eduardo,#14 Mar 26,,,,labs,Token Engineering Commons:labs,2021,3,19
ygganderson,JessicaZartler,for joining the skill tree workshop and providing awesome insight and ideas,Commons Stack,2021-03-26,🙌praise,25.0,100.0,100.0,0.001234425234,1.378441511,6.174108384,ygganderson,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Commons Stack:praise,2021,3,26
ygganderson,iviangita,for a very warm welcome for Baartch and answering his questions,Token Engineering Commons,2021-03-26,🙏praise,25.0,70.0,100.0,0.00110856783,1.237900744,6.174108384,ygganderson,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
ygganderson,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,TG,2021-03-20,TE Praise,15.0,100.0,100.0,0.001076708966,1.202325011,6.174108384,ygganderson,Jake,Juank,Eduardo,#14 Mar 26,,,,TE Praise,TG:TE Praise,2021,3,20
ygganderson,JuankBell,for bringing so much value into this world. It's amazing to feel part of this community of talented and mindful people.,Token Engineering Commons,2021-03-22,🙏praise,15.0,100.0,100.0,0.001076708966,1.202325011,6.174108384,ygganderson,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,22
ygganderson,iviangita,for joining us in the weekly sync,Token Engineering Commons,2021-03-26,🙏praise,15.0,100.0,100.0,0.001076708966,1.202325011,6.174108384,ygganderson,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
ygganderson,iviangita,for joining the Thursday Community Call 🙂 https://www.youtube.com/watch?v=1CSQ6NwOwIE,Token Engineering Commons,2021-03-26,🙏praise,15.0,80.0,100.0,0.0009928040298,1.108631167,6.174108384,ygganderson,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
ygganderson,JuankBell,for bringing hope into this world,Token Engineering Commons,2021-03-25,🙏praise,5.0,70.0,100.0,0.0007931352935,0.8856677444,6.174108384,ygganderson,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,25
ygganderson,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,TG,2021-03-19,Commons Stack,15.0,25.0,100.0,0.0007620654566,0.8509730932,6.174108384,ygganderson,Jake,Juank,Eduardo,#14 Mar 26,,,,Commons Stack,TG:Commons Stack,2021,3,19
ygganderson,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,TG,2021-03-20,TE Praise,15.0,25.0,100.0,0.0007620654566,0.8509730932,6.174108384,ygganderson,Jake,Juank,Eduardo,#14 Mar 26,,,,TE Praise,TG:TE Praise,2021,3,20
ygganderson,ygganderson,3hrs syncing with sem to get an overview of the work to be done,TG,2021-03-13,Commons Swarm 🌐,200.0,100.0,300.0,0.0048356797,5.399842332,6.174108384,ygganderson,Jake,Juank,Eduardo,#14 Mar 26,,,,Commons Swarm ,TG:Commons Swarm ,2021,3,13
JoseVicente1,JuankBell,@Sjdthree @dysbulic for becoming the 1st generation of Gravitons (Alternative Dispute Resolution providers for DAOs) Amazing number 17! Thanks all!,Token Engineering Commons,2021-03-18,🙏praise,45.0,100.0,100.0,0.001549857771,1.730674511,6.040353382,JoseVicente1,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,18
JoseVicente1,iviangita,for making Juan realize things that he thought would be difficult to accomplish and their support is very important in Gravity,Token Engineering Commons,2021-03-19,🙏praise,25.0,150.0,100.0,0.001444187573,1.612676123,6.040353382,JoseVicente1,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
JoseVicente1,JuankBell,for bringing hope into this world,Token Engineering Commons,2021-03-25,🙏praise,5.0,200.0,100.0,0.001338517376,1.494677736,6.040353382,JoseVicente1,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,25
JoseVicente1,JuankBell,for bringing so much value into this world. It's amazing to feel part of this community of talented and mindful people.,Token Engineering Commons,2021-03-22,🙏praise,15.0,100.0,100.0,0.001076708966,1.202325011,6.040353382,JoseVicente1,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,22
xgabi,iviangita,for working very hard on the TEC Hatch,Token Engineering Commons,2021-03-19,🙏praise,50.0,200.0,100.0,0.002048240584,2.287201985,5.894727369,xgabi,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
xgabi,iviangita,for putting their heads down and finding the bug,Token Engineering Commons,2021-03-19,🙏praise,50.0,150.0,100.0,0.001838478244,2.052967373,5.894727369,xgabi,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
xgabi,sembrestels,noticing there was a pending vote in gardens swarm dao,TG,2021-03-19,Commons Swarm 🌐,35.0,100.0,100.0,0.001392141502,1.554558011,5.894727369,xgabi,Jake,Juank,Eduardo,#14 Mar 26,,,,Commons Swarm ,TG:Commons Swarm ,2021,3,19
wslyvh,liviade,"setting up Token Log for the mission, vision, values voting session!!",TG,2021-03-24,TE Praise,15.0,300.0,100.0,0.001915758323,2.13926346,5.833084931,wslyvh,Jake,Juank,Eduardo,#14 Mar 26,,,,TE Praise,TG:TE Praise,2021,3,24
wslyvh,liviade,plugging the mission vision and values template into token log 🌈🥳,TG,2021-03-26,TE Praise,25.0,200.0,100.0,0.001653949912,1.846910736,5.833084931,wslyvh,Jake,Juank,Eduardo,#14 Mar 26,,,,TE Praise,TG:TE Praise,2021,3,26
wslyvh,iviangita,for setting the up the Tokenlog,Token Engineering Commons,2021-03-26,🙏praise,25.0,200.0,100.0,0.001653949912,1.846910736,5.833084931,wslyvh,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
sgonzt,iviangita,for the amazing job he is doing on Source Cred,Token Engineering Commons,2021-03-26,🙏praise,100.0,200.0,100.0,0.002836821926,3.167784484,5.675976,sgonzt,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
sgonzt,Santigs67,for creating a great first version of the SourceCred dashboard!,Token Engineering Commons,2021-03-23,🙏praise,100.0,100.0,100.0,0.002417297247,2.699315259,5.675976,sgonzt,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,23
sgonzt,iviangita,for jumping in and helping with the Source Cred work,Token Engineering Commons,2021-03-19,🙏praise,25.0,200.0,100.0,0.001653949912,1.846910736,5.675976,sgonzt,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
sgonzt,Laurenluz,working dev magic and getting the simulator back up and running 💫,TG,2021-03-15,CS dDEV Team,50.0,100.0,100.0,0.001628715905,1.818732761,5.675976,sgonzt,Jake,Juank,Eduardo,#14 Mar 26,,,,CS dDEV Team,TG:CS dDEV Team,2021,3,15
sgonzt,GriffGreen,for their kick ass and efficient work closing issues on the Dashboard,Token Engineering Commons,2021-03-16,🤖parameters,50.0,100.0,100.0,0.001628715905,1.818732761,5.675976,sgonzt,Jake,Juank,Eduardo,#14 Mar 26,,,,parameters,Token Engineering Commons:parameters,2021,3,16
ddan#2489,JuankBell,@Sjdthree @dysbulic for becoming the 1st generation of Gravitons (Alternative Dispute Resolution providers for DAOs) Amazing number 17! Thanks all!,Token Engineering Commons,2021-03-18,🙏praise,45.0,100.0,100.0,0.001549857771,1.730674511,9.167588002,ddan#2489,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,18
ddan#2489,iviangita,for making Juan realize things that he thought would be difficult to accomplish and their support is very important in Gravity,Token Engineering Commons,2021-03-19,🙏praise,25.0,150.0,100.0,0.001444187573,1.612676123,9.167588002,ddan#2489,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
ddan#2489,JuankBell,for bringing so much value into this world. It's amazing to feel part of this community of talented and mindful people.,Token Engineering Commons,2021-03-22,🙏praise,15.0,100.0,100.0,0.001076708966,1.202325011,9.167588002,ddan#2489,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,22
ddan#2489,iviangita,for joining the TEC Community Call 🙏 🙂 https://www.youtube.com/watch?v=DhNRqaOw3ic,Token Engineering Commons,2021-03-19,🙏praise,15.0,60.0,100.0,0.0009088990941,1.014937322,9.167588002,ddan#2489,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
JessicaZartler,Laurenluz,"her talk on Metafest - such a good big picture look - incorporating yogic philosophy, consciousness, universal connection and bringing that into the work of the commons stack and TEC 🔥🔥🔥",TG,2021-03-15,Commons Stack,50.0,200.0,100.0,0.002048240584,2.287201985,5.463329685,JessicaZartler,Jake,Juank,Eduardo,#14 Mar 26,,,,Commons Stack,TG:Commons Stack,2021,3,15
JessicaZartler,Krisjones,to for her awesome presentation at MetaFest as well!,Commons Stack,2021-03-16,praise,50.0,100.0,200.0,0.002049325789,2.288413798,5.463329685,JessicaZartler,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Commons Stack:praise,2021,3,16
JessicaZartler,markop,to for finishing interviews for the Community video.,Token Engineering Commons,2021-03-16,📡comms,25.0,100.0,200.0,0.001655035118,1.848122549,5.463329685,JessicaZartler,Jake,Juank,Eduardo,#14 Mar 26,,,,comms,Token Engineering Commons:comms,2021,3,16
JessicaZartler,JuankBell,@Sjdthree @dysbulic for becoming the 1st generation of Gravitons (Alternative Dispute Resolution providers for DAOs) Amazing number 17! Thanks all!,Token Engineering Commons,2021-03-18,🙏praise,45.0,100.0,100.0,0.001549857771,1.730674511,5.463329685,JessicaZartler,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,18
JessicaZartler,divine_comedian,for the QA on the hatcher onboarding overview document,Token Engineering Commons,2021-03-18,🙏praise,15.0,200.0,100.0,0.001496233644,1.670794236,5.463329685,JessicaZartler,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,18
JessicaZartler,iviangita,for reviewing the hatcher-facing documents,Token Engineering Commons,2021-03-19,🙏praise,15.0,200.0,100.0,0.001496233644,1.670794236,5.463329685,JessicaZartler,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
JessicaZartler,iviangita,for everything that you do every day,Token Engineering Commons,2021-03-19,🙏praise,15.0,200.0,100.0,0.001496233644,1.670794236,5.463329685,JessicaZartler,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
JessicaZartler,iviangita,for presenting at Metafest,Token Engineering Commons,2021-03-19,🙏praise,15.0,200.0,100.0,0.001496233644,1.670794236,5.463329685,JessicaZartler,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
JessicaZartler,iviangita,for being grounding in this community and it is the quality we have been keeping,Token Engineering Commons,2021-03-19,🙏praise,15.0,200.0,100.0,0.001496233644,1.670794236,5.463329685,JessicaZartler,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
JessicaZartler,iviangita,for making Juan realize things that he thought would be difficult to accomplish and their support is very important in Gravity,Token Engineering Commons,2021-03-19,🙏praise,25.0,150.0,100.0,0.001444187573,1.612676123,5.463329685,JessicaZartler,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
JessicaZartler,iviangita,for their work at Metafest,Token Engineering Commons,2021-03-19,🙏praise,15.0,150.0,100.0,0.001286471305,1.436559624,5.463329685,JessicaZartler,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
JessicaZartler,iviangita,for handling the Comms transition so well,Token Engineering Commons,2021-03-19,🙏praise,15.0,150.0,100.0,0.001286471305,1.436559624,5.463329685,JessicaZartler,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
JessicaZartler,Tam2140,for her ability to rapid fire praise the way she does. I am in awe of you.,Commons Stack,2021-03-23,🙌praise,15.0,150.0,100.0,0.001286471305,1.436559624,5.463329685,JessicaZartler,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Commons Stack:praise,2021,3,23
JessicaZartler,GriffGreen,for giving feed back on Ivy for her review. These feedback sessions always surface beneficial thoughts and ideas about how we can can improve.,Commons Stack,2021-03-18,praise,25.0,100.0,100.0,0.001234425234,1.378441511,5.463329685,JessicaZartler,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Commons Stack:praise,2021,3,18
JessicaZartler,iviangita,for working so hard for TEC and we are about to realize the dream that we have always wanted to happen,Token Engineering Commons,2021-03-26,🙏praise,25.0,100.0,100.0,0.001234425234,1.378441511,5.463329685,JessicaZartler,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
JessicaZartler,zeptimusQ,changing the logo of this room✨,TG,2021-03-22,TE Commons,15.0,100.0,100.0,0.001076708966,1.202325011,5.463329685,JessicaZartler,Jake,Juank,Eduardo,#14 Mar 26,,,,TE Commons,TG:TE Commons,2021,3,22
JessicaZartler,JuankBell,for bringing so much value into this world. It's amazing to feel part of this community of talented and mindful people.,Token Engineering Commons,2021-03-22,🙏praise,15.0,100.0,100.0,0.001076708966,1.202325011,5.463329685,JessicaZartler,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,22
JessicaZartler,JuankBell,"for their contributions to Gravity and to me as a person! Thank you, I'm sorry, forgive me, and I love and honor you.",Token Engineering Commons,2021-03-24,🙏praise,15.0,100.0,100.0,0.001076708966,1.202325011,5.463329685,JessicaZartler,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,24
JessicaZartler,iviangita,for joining the Thursday Community Call 🙂 https://www.youtube.com/watch?v=1CSQ6NwOwIE,Token Engineering Commons,2021-03-26,🙏praise,15.0,100.0,100.0,0.001076708966,1.202325011,5.463329685,JessicaZartler,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
JessicaZartler,JessicaZartler,coming to the Comms Working Group meeting today - thank you so much for your continued support and energy! 🙏🏼💫🌈,TG,2021-03-16,TE Praise,25.0,50.0,100.0,0.001024662895,1.144206899,5.463329685,JessicaZartler,Jake,Juank,Eduardo,#14 Mar 26,,,,TE Praise,TG:TE Praise,2021,3,16
JessicaZartler,JuankBell,for bringing hope into this world,Token Engineering Commons,2021-03-25,🙏praise,5.0,100.0,100.0,0.0009189926971,1.026208512,5.463329685,JessicaZartler,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,25
JessicaZartler,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,TG,2021-03-19,Commons Stack,15.0,25.0,100.0,0.0007620654566,0.8509730932,5.463329685,JessicaZartler,Jake,Juank,Eduardo,#14 Mar 26,,,,Commons Stack,TG:Commons Stack,2021,3,19
JessicaZartler,iviangita,"for reaching out to Zargham and doing the interview for the onboarding video, because she is producing so much content, for giving Santi some contacts in the art arena, for her warm support to Livia this week, and for dropping in Chuys photo in the call agenda",Token Engineering Commons,2021-03-26,🙏praise,100.0,250.0,100.0,0.003046584265,3.402019096,5.463329685,JessicaZartler,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
melvera,knobsDAO,for bringing high vibes and her desire to collaborate in CS while play testing our newly sof-launched community calls.,Commons Stack,2021-03-17,praise,25.0,100.0,100.0,0.001234425234,1.378441511,5.450343069,melvera,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Commons Stack:praise,2021,3,17
melvera,knobsDAO,joining the soft-launch of our Contributors Sync. High vibes on listening to you guys share life stories and purpose driven work!!! Let's continue to weave a strong community. 🌱,TG,2021-03-18,Commons Stack,25.0,70.0,100.0,0.00110856783,1.237900744,5.450343069,melvera,Jake,Juank,Eduardo,#14 Mar 26,,,,Commons Stack,TG:Commons Stack,2021,3,18
melvera,Krisjones,for joining our communications call today! We love having community members drop in!,Commons Stack,2021-03-16,praise,15.0,60.0,100.0,0.0009088990941,1.014937322,5.450343069,melvera,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Commons Stack:praise,2021,3,16
melvera,Krisjones,for joining the contributor call today. Some really great chats about commons and ecological/regenerative thinking! Very excited to work with all of you!,Commons Stack,2021-03-18,praise,15.0,50.0,100.0,0.0008669466263,0.9680903993,5.450343069,melvera,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Commons Stack:praise,2021,3,18
melvera,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,TG,2021-03-19,Commons Stack,15.0,25.0,100.0,0.0007620654566,0.8509730932,5.450343069,melvera,Jake,Juank,Eduardo,#14 Mar 26,,,,Commons Stack,TG:Commons Stack,2021,3,19
vegayp,JessicaZartler,coming to the Comms Working Group meeting today - thank you so much for your continued support and energy! 🙏🏼💫🌈,Telegram,2021-03-16,TE Praise,,,,0.0,1.6277939747327528,5.372117444,vegayp,Jake,Juank,Eduardo,#14 Mar 26,,,,TE Praise,Telegram:TE Praise,2021,3,16
vegayp,zeptimusQ,spending some time with me and bringing huge value for the onboarding video ✨,Telegram,2021-03-16,TE Praise,,,,0.0,1.6277939747327528,5.372117444,vegayp,Jake,Juank,Eduardo,#14 Mar 26,,,,TE Praise,Telegram:TE Praise,2021,3,16
vegayp,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-03-19,Commons Stack,,,,0.0,1.6277939747327528,5.372117444,vegayp,Jake,Juank,Eduardo,#14 Mar 26,,,,Commons Stack,Telegram:Commons Stack,2021,3,19
vegayp,JessicaZartler,joining the Comms WG meeting today! 🙏🏼🌟,Telegram,2021-03-23,TE Praise,,,,0.0,1.6277939747327528,5.372117444,vegayp,Jake,Juank,Eduardo,#14 Mar 26,,,,TE Praise,Telegram:TE Praise,2021,3,23
vegayp,markop,to for thinking about content writing and distribution consistency and for working on the Hatch content pieces.,Token Engineering Commons,2021-03-16,📡comms,,,,0.0,1.6277939747327528,5.372117444,vegayp,Jake,Juank,Eduardo,#14 Mar 26,,,,comms,Token Engineering Commons:comms,2021,3,16
vegayp,divine_comedian,for the QA on the hatcher onboarding overview document,Token Engineering Commons,2021-03-18,🙏praise,,,,0.0,1.6277939747327528,5.372117444,vegayp,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,18
vegayp,iviangita,"for attending the calls even he is in the hospital , you are a hero!",Token Engineering Commons,2021-03-19,🙏praise,,,,0.0,1.6277939747327528,5.372117444,vegayp,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
vegayp,iviangita,for reviewing the hatcher-facing documents,Token Engineering Commons,2021-03-19,🙏praise,,,,0.0,1.6277939747327528,5.372117444,vegayp,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
vegayp,iviangita,for supporting Tam in the hatch onboarding calls this sprint,Token Engineering Commons,2021-03-19,🙏praise,,,,0.0,1.6277939747327528,5.372117444,vegayp,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
vegayp,iviangita,for joining the TEC Community Call 🙏 🙂 https://www.youtube.com/watch?v=DhNRqaOw3ic,Token Engineering Commons,2021-03-19,🙏praise,,,,0.0,1.6277939747327528,5.372117444,vegayp,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
vegayp,markop,to for completing all Hatch content pieces.,Token Engineering Commons,2021-03-19,🌾stewards,,,,0.0,1.6277939747327528,5.372117444,vegayp,Jake,Juank,Eduardo,#14 Mar 26,,,,stewards,Token Engineering Commons:stewards,2021,3,19
vegayp,JuankBell,for bringing so much value into this world. It's amazing to feel part of this community of talented and mindful people.,Token Engineering Commons,2021-03-22,🙏praise,,,,0.0,1.6277939747327528,5.372117444,vegayp,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,22
vegayp,iviangita,for joining the Transparency weekly sync,Token Engineering Commons,2021-03-22,🙏praise,,,,0.0,1.6277939747327528,5.372117444,vegayp,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,22
vegayp,markop,to for joining the Comms Weekly Call.,Token Engineering Commons,2021-03-23,🙏praise,,,,0.0,1.6277939747327528,5.372117444,vegayp,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,23
vegayp,liviade,"@paul2, @eduardovegap, @freedumbs00, for joining the AMA call! Thanks so much Paul for all your curiosity!",Token Engineering Commons,2021-03-24,🙏praise,,,,0.0,1.6277939747327528,5.372117444,vegayp,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,24
vegayp,JuankBell,for bringing hope into this world,Token Engineering Commons,2021-03-25,🙏praise,,,,0.0,1.6277939747327528,5.372117444,vegayp,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,25
vegayp,zeptimusQ,for leading hatchers outreach call and joining today's hatch outreach AMA call✨,Token Engineering Commons,2021-03-25,🙏praise,,,,0.0,1.6277939747327528,5.372117444,vegayp,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,25
vegayp,iviangita,for documenting and producing content to make it easier for everyone to understand what we are doing,Token Engineering Commons,2021-03-26,🙏praise,,,,0.0,1.6277939747327528,5.372117444,vegayp,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
vegayp,iviangita,for working so hard for TEC and we are about to realize the dream that we have always wanted to happen,Token Engineering Commons,2021-03-26,🙏praise,,,,0.0,1.6277939747327528,5.372117444,vegayp,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
vegayp,iviangita,for onboarding Mitch,Token Engineering Commons,2021-03-26,🙏praise,,,,0.0,1.6277939747327528,5.372117444,vegayp,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
vegayp,iviangita,for joining the Thursday Community Call 🙂 https://www.youtube.com/watch?v=1CSQ6NwOwIE,Token Engineering Commons,2021-03-26,🙏praise,,,,0.0,1.6277939747327528,5.372117444,vegayp,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
vegayp,iviangita,for a very warm welcome for Baartch and answering his questions,Token Engineering Commons,2021-03-26,🙏praise,,,,0.0,1.6277939747327528,5.372117444,vegayp,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
Letty#5399,iviangita,for making time for the 0mega WG hack session,Token Engineering Commons,2021-03-26,🙏praise,15.0,150.0,100.0,0.001286471305,1.436559624,4.949840813,Letty#5399,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
Letty#5399,cranders71,"joining the TE Praise channel. We welcome your ideas, questions, and skillz 🤩",TG,2021-03-26,TE Praise,15.0,100.0,100.0,0.001076708966,1.202325011,4.949840813,Letty#5399,Jake,Juank,Eduardo,#14 Mar 26,,,,TE Praise,TG:TE Praise,2021,3,26
Letty#5399,solsista,for joining <#810180622634844202> working group and providing valueable insights for the community survey & (research) goal of 0Mega and guidance how to complete towards transparency,Token Engineering Commons,2021-03-17,🙏praise,15.0,100.0,100.0,0.001076708966,1.202325011,4.949840813,Letty#5399,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,17
